"edad_rango","educacion","rol","anos_codigo","usa_Python","usa_R","salario_usd"
"35-39","Bachelor's degree","Data Scientist","1-2 years",1,1,97000
"25-29","Doctoral degree","Data Scientist","20+ years",1,0,64000
"25-29","Doctoral degree","ML Engineer","10-20 years",1,0,107000
"30-34","Professional degree","Student","< 1 year",1,0,
"40-44","Doctoral degree","Data Scientist","10-20 years",1,0,75000
"25-29","Bachelor's degree","Student","5-10 years",1,1,
"18-21","Master's degree","Data Scientist","3-5 years",1,0,151000
"22-24","Master's degree","Student","< 1 year",0,0,
"22-24","Master's degree","Data Analyst","5-10 years",1,0,
"55-59","Master's degree","ML Engineer","10-20 years",1,0,88000
"45-49","Master's degree","Software Engineer","< 1 year",1,1,68000
"30-34","Some college/university study","Data Engineer","10-20 years",1,1,
"30-34","Master's degree","Data Scientist","3-5 years",1,0,117000
"25-29","Master's degree","Data Analyst","3-5 years",1,0,159000
"30-34","Professional degree","Data Scientist","20+ years",1,1,
"25-29","Bachelor's degree","Data Scientist","3-5 years",1,1,110000
"30-34","Bachelor's degree","Software Engineer","1-2 years",1,0,
"22-24","Master's degree","Business Analyst","3-5 years",0,0,82000
"22-24","Master's degree","Software Engineer","1-2 years",0,0,116000
"25-29","Bachelor's degree","Student","5-10 years",1,0,
"22-24","Master's degree","Data Analyst","5-10 years",1,1,117000
"18-21","Bachelor's degree","Research Scientist","1-2 years",1,1,41000
"22-24","Master's degree","Business Analyst","3-5 years",1,0,99000
"30-34","Bachelor's degree","ML Engineer","3-5 years",1,0,113000
"30-34","Master's degree","Software Engineer","3-5 years",1,0,67000
"22-24","Bachelor's degree","Statistician","3-5 years",1,0,130000
"25-29","Bachelor's degree","Statistician","< 1 year",0,1,107000
"40-44","Bachelor's degree","Business Analyst","3-5 years",1,0,121000
"25-29","Professional degree","ML Engineer","1-2 years",1,0,
"25-29","Bachelor's degree","Software Engineer","20+ years",1,0,59000
"22-24","Bachelor's degree","Other","1-2 years",0,0,143000
"25-29","Doctoral degree","Student","< 1 year",1,1,1500
"22-24","Master's degree","Business Analyst","10-20 years",0,0,81000
"22-24","Bachelor's degree","Student","10-20 years",1,1,
"40-44","Bachelor's degree","Other","3-5 years",0,0,128000
"22-24","Master's degree","Data Analyst","1-2 years",1,1,27000
"25-29","Some college/university study","Software Engineer","< 1 year",0,1,
"22-24","Master's degree","Student","< 1 year",1,0,5000
"25-29","Some college/university study","Software Engineer","5-10 years",0,0,145000
"30-34","Some college/university study","Statistician","< 1 year",1,1,124000
"25-29","Doctoral degree","Student","< 1 year",0,0,1500
"30-34","Master's degree","Student","1-2 years",1,0,
"30-34","Master's degree","ML Engineer","1-2 years",1,0,102000
"22-24","Doctoral degree","Research Scientist","5-10 years",0,1,88000
"22-24","Master's degree","Student","10-20 years",1,0,
"25-29","Bachelor's degree","Business Analyst","1-2 years",0,0,1e+05
"22-24","Some college/university study","Other","< 1 year",1,0,35000
"25-29","Master's degree","ML Engineer","5-10 years",1,0,59000
"18-21","Master's degree","Data Scientist","3-5 years",1,1,131000
"18-21","Bachelor's degree","ML Engineer","1-2 years",1,0,62000
"45-49","Master's degree","Software Engineer","1-2 years",0,0,90000
"22-24","Master's degree","Data Scientist","10-20 years",1,0,58000
"35-39","Master's degree","Student","10-20 years",1,0,
"22-24","Master's degree","Business Analyst","20+ years",1,0,47000
"35-39","Bachelor's degree","Other","20+ years",0,0,129000
"55-59","Master's degree","ML Engineer","5-10 years",1,0,123000
"30-34","Doctoral degree","Data Scientist","< 1 year",1,0,
"22-24","Master's degree","Student","1-2 years",1,0,10000
"30-34","Doctoral degree","ML Engineer","3-5 years",1,0,158000
"25-29","Doctoral degree","Data Scientist","10-20 years",1,1,70000
"35-39","Master's degree","Student","1-2 years",1,1,
"40-44","Bachelor's degree","Student","5-10 years",1,1,
"22-24","Doctoral degree","Data Engineer","20+ years",1,0,
"30-34","Master's degree","Statistician","10-20 years",1,1,105000
"22-24","Bachelor's degree","Data Scientist","5-10 years",1,0,
"35-39","Bachelor's degree","Business Analyst","1-2 years",1,0,57000
"22-24","Some college/university study","Data Scientist","5-10 years",1,0,114000
"25-29","Bachelor's degree","Data Analyst","< 1 year",1,0,107000
"22-24","Some college/university study","Data Engineer","3-5 years",1,0,65000
"40-44","Doctoral degree","ML Engineer","< 1 year",1,0,127000
"35-39","Bachelor's degree","Research Scientist","< 1 year",0,0,62000
"50-54","Doctoral degree","Student","1-2 years",1,1,
"22-24","Bachelor's degree","Other","10-20 years",1,0,46000
"35-39","Bachelor's degree","Software Engineer","5-10 years",0,0,161000
"25-29","Master's degree","Data Scientist","20+ years",1,0,66000
"25-29","Master's degree","Data Scientist","3-5 years",1,1,104000
"40-44","Master's degree","Research Scientist","1-2 years",1,1,83000
"18-21","Master's degree","Data Analyst","1-2 years",0,0,110000
"22-24","Bachelor's degree","Data Analyst","3-5 years",1,0,46000
"35-39","Bachelor's degree","Data Scientist","3-5 years",1,0,108000
"22-24","Master's degree","Student","10-20 years",1,0,
"50-54","Bachelor's degree","Data Analyst","10-20 years",1,0,28000
"30-34","Some college/university study","Data Scientist","3-5 years",1,1,
"30-34","Master's degree","Data Analyst","3-5 years",1,1,48000
"45-49","Bachelor's degree","Data Analyst","5-10 years",0,0,24000
"35-39","Master's degree","Data Scientist","1-2 years",1,1,195000
"40-44","Bachelor's degree","Research Scientist","20+ years",1,1,90000
"25-29","Master's degree","Data Analyst","3-5 years",0,0,
"40-44","Doctoral degree","ML Engineer","5-10 years",0,0,245000
"30-34","Some college/university study","Data Engineer","1-2 years",1,0,95000
"25-29","Some college/university study","Research Scientist","3-5 years",1,1,51000
"45-49","Bachelor's degree","Research Scientist","3-5 years",0,0,82000
"22-24","Doctoral degree","Statistician","5-10 years",1,1,90000
"25-29","Master's degree","Data Scientist","20+ years",1,1,86000
"22-24","Master's degree","ML Engineer","5-10 years",1,0,
"22-24","Master's degree","Data Scientist","10-20 years",1,0,128000
"25-29","Master's degree","Data Scientist","5-10 years",1,0,53000
"25-29","Doctoral degree","Statistician","1-2 years",0,0,51000
"18-21","Master's degree","Student","3-5 years",0,0,
"30-34","Bachelor's degree","Software Engineer","5-10 years",1,1,95000
"25-29","Master's degree","Student","20+ years",1,0,10000
"25-29","Bachelor's degree","Research Scientist","10-20 years",1,0,104000
"25-29","Doctoral degree","Student","20+ years",1,1,
"35-39","Doctoral degree","Data Scientist","3-5 years",1,1,169000
"30-34","Some college/university study","Other","3-5 years",0,1,13000
"40-44","Doctoral degree","Business Analyst","3-5 years",1,0,54000
"18-21","Master's degree","Data Scientist","3-5 years",1,0,42000
"22-24","Master's degree","Business Analyst","20+ years",1,0,118000
"35-39","Bachelor's degree","ML Engineer","10-20 years",1,0,1e+05
"22-24","Master's degree","ML Engineer","20+ years",1,0,134000
"40-44","Bachelor's degree","Software Engineer","5-10 years",0,0,68000
"25-29","Bachelor's degree","Data Scientist","1-2 years",1,0,77000
"35-39","Master's degree","Data Scientist","< 1 year",1,1,108000
"25-29","Master's degree","Statistician","5-10 years",1,1,
"25-29","Master's degree","Business Analyst","5-10 years",0,0,103000
"40-44","Bachelor's degree","Data Engineer","3-5 years",1,0,124000
"45-49","Bachelor's degree","ML Engineer","3-5 years",1,0,141000
"35-39","Doctoral degree","Data Scientist","10-20 years",1,0,71000
"25-29","Doctoral degree","Research Scientist","20+ years",1,1,85000
"18-21","Bachelor's degree","Software Engineer","3-5 years",0,0,91000
"35-39","Some college/university study","Data Scientist","3-5 years",1,0,96000
"18-21","Some college/university study","Software Engineer","5-10 years",1,1,90000
"50-54","Master's degree","Business Analyst","1-2 years",0,1,78000
"45-49","Bachelor's degree","Research Scientist","5-10 years",1,1,138000
"22-24","Bachelor's degree","Data Engineer","< 1 year",1,0,124000
"25-29","Master's degree","Data Engineer","1-2 years",1,1,
"35-39","Master's degree","Data Scientist","5-10 years",1,1,141000
"50-54","Some college/university study","ML Engineer","1-2 years",1,0,118000
"30-34","Bachelor's degree","Data Engineer","10-20 years",1,0,
"22-24","Doctoral degree","Data Analyst","5-10 years",0,0,141000
"18-21","Master's degree","Data Analyst","1-2 years",0,1,61000
"22-24","Bachelor's degree","Other","5-10 years",1,0,
"25-29","Bachelor's degree","Data Engineer","10-20 years",1,0,114000
"40-44","Bachelor's degree","Student","10-20 years",0,0,
"35-39","Master's degree","Data Scientist","3-5 years",1,1,183000
"55-59","Master's degree","Software Engineer","3-5 years",1,0,124000
"40-44","Some college/university study","Student","1-2 years",1,0,
"22-24","Master's degree","Software Engineer","3-5 years",0,0,51000
"30-34","Master's degree","Data Scientist","5-10 years",1,0,92000
"25-29","Bachelor's degree","Data Scientist","< 1 year",1,0,
"25-29","Master's degree","Student","10-20 years",0,1,
"25-29","Master's degree","Business Analyst","5-10 years",1,0,
"25-29","Master's degree","Data Engineer","10-20 years",1,0,171000
"18-21","Some college/university study","Software Engineer","5-10 years",0,0,142000
"30-34","Bachelor's degree","Software Engineer","10-20 years",1,0,83000
"25-29","Bachelor's degree","Research Scientist","5-10 years",0,1,121000
"40-44","Bachelor's degree","Student","5-10 years",1,0,20000
"35-39","Master's degree","Software Engineer","20+ years",0,0,81000
"35-39","Master's degree","Statistician","5-10 years",0,1,108000
"25-29","Master's degree","ML Engineer","1-2 years",1,1,
"22-24","Bachelor's degree","Data Scientist","5-10 years",1,1,63000
"18-21","Bachelor's degree","Research Scientist","20+ years",1,1,
"25-29","Doctoral degree","Data Scientist","5-10 years",1,0,144000
"40-44","Bachelor's degree","Statistician","5-10 years",1,1,167000
"25-29","Doctoral degree","ML Engineer","5-10 years",1,0,154000
"45-49","Bachelor's degree","Data Scientist","3-5 years",1,1,
"30-34","Master's degree","Data Analyst","1-2 years",1,0,33000
"18-21","Some college/university study","Data Scientist","< 1 year",1,0,99000
"25-29","Master's degree","Software Engineer","5-10 years",1,0,57000
"40-44","Master's degree","ML Engineer","5-10 years",1,0,
"45-49","Master's degree","Software Engineer","5-10 years",1,0,144000
"25-29","Bachelor's degree","Data Analyst","1-2 years",0,0,94000
"45-49","Bachelor's degree","Software Engineer","5-10 years",1,0,98000
"30-34","Master's degree","Student","5-10 years",0,0,
"25-29","Master's degree","Student","3-5 years",1,0,
"45-49","Master's degree","Research Scientist","5-10 years",1,1,95000
"25-29","Bachelor's degree","Software Engineer","5-10 years",0,0,118000
"22-24","Bachelor's degree","Software Engineer","1-2 years",1,0,122000
"25-29","Bachelor's degree","Student","5-10 years",1,1,
"30-34","Bachelor's degree","Data Scientist","< 1 year",1,0,238000
"40-44","Bachelor's degree","Research Scientist","10-20 years",1,0,133000
"25-29","Professional degree","Statistician","10-20 years",1,1,107000
"40-44","Bachelor's degree","Student","3-5 years",1,1,
"60+","Master's degree","Student","5-10 years",0,0,
"30-34","Master's degree","Research Scientist","5-10 years",0,0,60000
"40-44","Bachelor's degree","Data Scientist","3-5 years",1,0,104000
"18-21","Bachelor's degree","Data Analyst","5-10 years",0,0,79000
"18-21","Master's degree","ML Engineer","3-5 years",1,0,93000
"60+","Master's degree","Software Engineer","3-5 years",0,0,137000
"22-24","Doctoral degree","Software Engineer","1-2 years",0,0,149000
"22-24","Bachelor's degree","Data Analyst","1-2 years",0,0,89000
"30-34","Bachelor's degree","Data Scientist","3-5 years",1,0,121000
"22-24","Master's degree","Software Engineer","< 1 year",0,0,78000
"18-21","Master's degree","Data Scientist","3-5 years",0,1,88000
"30-34","Bachelor's degree","Data Scientist","10-20 years",1,0,
"25-29","Bachelor's degree","Data Analyst","1-2 years",1,0,50000
"18-21","Some college/university study","Data Scientist","1-2 years",1,1,49000
"18-21","Bachelor's degree","Data Analyst","10-20 years",0,0,64000
"25-29","Bachelor's degree","Business Analyst","5-10 years",1,0,
"18-21","Bachelor's degree","Data Engineer","3-5 years",1,0,53000
"40-44","Doctoral degree","Data Analyst","1-2 years",1,0,36000
"22-24","Master's degree","Student","5-10 years",1,1,
"22-24","Doctoral degree","Research Scientist","5-10 years",0,0,68000
"22-24","Some college/university study","Data Scientist","3-5 years",1,0,66000
"22-24","Master's degree","Business Analyst","20+ years",0,0,75000
"18-21","Bachelor's degree","Student","1-2 years",0,0,
"25-29","Some college/university study","Student","3-5 years",1,0,
"60+","Doctoral degree","Other","10-20 years",0,0,17000
"25-29","Master's degree","Student","5-10 years",1,0,
"18-21","Bachelor's degree","Software Engineer","3-5 years",1,0,112000
"30-34","Professional degree","Data Analyst","< 1 year",0,0,97000
"30-34","Master's degree","Student","5-10 years",1,0,
"22-24","Bachelor's degree","ML Engineer","1-2 years",1,0,224000
"18-21","Some college/university study","Data Scientist","1-2 years",1,1,
"25-29","Master's degree","Software Engineer","< 1 year",0,0,44000
"25-29","Master's degree","Data Analyst","1-2 years",0,0,47000
"50-54","No formal education past high school","Data Engineer","20+ years",1,0,95000
"30-34","Master's degree","Data Analyst","10-20 years",1,0,126000
"25-29","Bachelor's degree","Student","3-5 years",1,1,
"22-24","Bachelor's degree","Data Scientist","5-10 years",1,1,110000
"18-21","Doctoral degree","Software Engineer","1-2 years",0,0,93000
"40-44","Master's degree","Data Scientist","1-2 years",1,1,41000
"22-24","Bachelor's degree","ML Engineer","10-20 years",1,0,125000
"22-24","Some college/university study","Data Scientist","3-5 years",0,0,120000
"22-24","Doctoral degree","Statistician","3-5 years",1,1,65000
"40-44","Bachelor's degree","Data Engineer","1-2 years",0,0,50000
"25-29","Professional degree","Research Scientist","10-20 years",0,1,76000
"25-29","Bachelor's degree","Data Analyst","10-20 years",1,1,71000
"18-21","Doctoral degree","Data Scientist","3-5 years",1,0,402000
"35-39","Master's degree","ML Engineer","1-2 years",1,1,115000
"22-24","Doctoral degree","ML Engineer","3-5 years",1,0,105000
"25-29","Professional degree","Software Engineer","1-2 years",1,0,69000
"40-44","Bachelor's degree","Data Analyst","20+ years",0,0,34000
"40-44","Master's degree","Student","3-5 years",1,0,5000
"25-29","Professional degree","Student","3-5 years",1,0,
"50-54","Master's degree","Software Engineer","< 1 year",1,0,147000
"25-29","Doctoral degree","Student","20+ years",0,0,
"30-34","Master's degree","Software Engineer","5-10 years",1,0,32000
"30-34","Doctoral degree","Business Analyst","3-5 years",1,0,59000
"25-29","Bachelor's degree","Student","3-5 years",1,0,
"25-29","Doctoral degree","Software Engineer","3-5 years",1,0,125000
"30-34","Bachelor's degree","Data Scientist","< 1 year",1,0,57000
"25-29","Bachelor's degree","ML Engineer","3-5 years",1,0,182000
"45-49","Bachelor's degree","Software Engineer","3-5 years",0,0,106000
"18-21","Doctoral degree","Research Scientist","20+ years",1,1,98000
